DOW,Time,LocationDescription,Beat,District,Ward,CommunityArea,PrimaryType
3,8.63,159,1434,14,1,22,3
4,8,139,824,8,16,66,33
3,9.25,142,725,7,17,67,7
7,9,124,2221,22,19,72,9
3,8.83,159,734,7,17,67,3
2,18.5,155,725,7,17,67,2
2,11,159,1013,10,22,30,33
3,17.32,175,1122,11,27,23,19
6,18.42,155,1115,11,28,26,19
2,18,140,2023,20,48,77,33
3,9.1,159,312,3,20,69,33
3,8.5,129,123,1,2,32,33
2,20,159,725,7,16,67,18
6,19.5,139,2411,24,50,2,25
3,9.5,67,1114,11,28,26,9
3,1.5,159,1915,19,46,3,7
1,0.08,139,931,9,16,61,33
6,18,127,924,9,12,61,3
2,12,57,1222,12,2,27,2
1,9,139,2412,24,50,2,7
1,11,139,611,6,21,71,33
3,7,159,2222,22,21,73,2
3,6.83,19,2412,24,50,2,3
2,9.18,139,913,9,11,60,25
2,21,159,1225,12,2,28,18
5,14,139,825,8,15,66,4
3,8.83,152,1111,11,28,23,2
3,7.75,159,1533,15,28,25,18
3,9,139,722,7,6,69,7
1,15,129,123,1,2,32,33
2,5.5,124,1651,16,41,76,25
2,21,159,633,6,6,49,33
3,10.08,19,1014,10,24,29,3
3,9.67,19,1523,15,28,25,3
3,9.25,129,523,5,34,53,3
3,8.92,64,1511,15,29,25,7
3,15.42,159,433,4,10,52,3
3,10.25,155,1112,11,27,23,25
2,23,19,631,6,6,44,3
3,10.83,155,1532,15,28,25,19
2,13.25,75,622,6,21,44,33
2,11,19,612,6,21,71,2
2,13,17,723,7,16,68,33
7,17.33,5,1651,16,41,76,33
3,6,19,321,3,20,42,23
2,16,124,912,9,11,59,33
3,9.5,159,611,6,17,71,18
3,7.5,19,621,6,17,71,2
3,10.67,155,612,6,17,71,3
1,11,22,611,6,21,71,9
3,10.8,159,624,6,8,44,19
3,10.72,175,714,7,15,67,25
2,2.75,139,224,2,3,38,30
3,9.5,159,1112,11,27,23,25
3,11.08,17,1132,11,24,29,19
3,9.08,139,1423,14,26,24,9
3,10.25,139,621,6,21,71,2
3,10.92,159,932,9,16,61,19
3,8,139,411,4,5,43,25
3,1.5,159,922,9,12,58,33
3,11,152,821,8,14,57,3
4,9,77,621,6,17,44,33
2,17,156,1822,18,32,8,7
1,11,124,423,4,7,46,33
3,11,72,1921,19,47,5,9
2,17,95,1913,19,46,3,7
2,18,159,1421,14,1,24,33
3,7.5,95,1231,12,2,28,2
3,11.78,139,434,4,10,51,25
3,9.83,139,1422,14,26,23,19
3,4,159,1033,10,12,30,7
2,20,159,1422,14,26,23,7
2,19.92,159,1115,11,28,26,18
3,2.5,103,1834,18,42,8,30
3,11,131,2432,24,40,1,9
3,11.5,159,523,5,34,53,14
7,7,139,433,4,10,55,9
3,11.12,159,421,4,7,43,19
3,15.65,19,1624,16,45,15,19
3,11.5,159,1125,11,2,28,33
3,1,159,524,5,34,53,7
3,9.67,139,215,2,3,38,8
4,15.25,112,513,5,9,49,2
3,11,139,321,3,20,42,8
3,9.83,19,422,4,7,46,3
2,23,159,531,5,9,49,33
3,9.25,152,225,2,3,40,2
3,16.17,153,211,2,2,35,3
3,10.92,17,214,2,4,38,3
4,15.5,19,1932,19,32,7,19
2,15,139,1513,15,29,25,9
3,10.75,141,1512,15,29,25,7
3,4.25,141,1522,15,29,25,7
3,12,155,413,4,8,47,19
3,10.42,159,834,8,18,70,19
1,20.5,152,1132,11,24,26,7
3,11,152,1021,10,24,29,3
3,7,105,1225,12,2,28,3
3,12.17,155,1122,11,27,23,19
3,6.58,105,1225,12,2,28,3
3,11,159,1234,12,25,31,33
2,13.73,57,412,4,8,45,9
3,2,159,133,1,3,35,33
3,12.5,159,1932,19,32,7,33
3,0.02,159,1722,17,39,14,33
6,23.5,101,1633,16,38,15,9
3,9.5,152,1023,10,28,29,2
1,20,159,1613,16,41,10,33
2,15.33,153,332,3,5,43,2
1,12,103,123,1,2,32,33
3,11,124,2422,24,49,1,33
6,12,139,713,7,16,67,2
2,12,124,324,3,5,43,33
3,12.08,17,1513,15,29,25,19
2,15.35,175,1114,11,28,26,19
6,9,139,1931,19,1,7,9
3,8,159,1611,16,45,10,33
5,19,101,414,4,8,46,33
6,18,139,613,6,21,71,25
3,18.73,19,714,7,15,67,19
3,11.5,159,511,5,6,49,7
3,12,156,1532,15,28,25,7
3,11.58,159,1222,12,27,27,19
3,10,152,1532,15,28,25,2
2,11,19,232,2,20,40,33
1,11,152,835,8,18,70,3
3,11.5,159,815,8,23,56,7
1,15.5,139,832,8,18,66,4
3,11.75,152,212,2,3,35,3
2,9,19,632,6,8,44,9
6,16.37,75,1833,18,42,8,33
1,19,159,1232,12,2,28,33
4,17.17,159,1113,11,28,26,19
2,23.25,19,1934,19,44,6,25
3,11.83,75,622,6,21,44,33
4,1,159,1112,11,27,23,12
5,14,159,1013,10,22,30,33
2,10.75,95,1033,10,12,30,25
3,11.92,103,1113,11,28,26,3
3,11.5,155,2515,25,37,19,3
2,20,159,1723,17,33,16,7
3,10.85,103,114,1,42,32,26
1,7.5,142,2512,25,36,18,33
4,14,126,121,1,2,28,19
3,12.38,19,414,4,8,43,34
2,15.08,152,1812,18,43,7,33
3,12.5,159,2233,22,34,49,3
3,11.83,19,332,3,5,43,2
6,22.5,139,2222,22,21,71,3
6,15.58,175,1132,11,24,29,19
3,12.5,139,232,2,20,40,7
2,18,19,812,8,23,64,33
5,6,131,1134,11,24,29,19
1,7.5,159,2234,22,34,75,33
5,6,131,1134,11,24,29,19
3,9,139,723,7,20,68,25
3,9.5,75,1732,17,39,16,7
5,13,124,334,3,5,43,9
2,9,19,632,6,8,44,9
2,9,25,2514,25,30,19,9
1,3.18,161,1432,14,32,22,25
3,13.17,103,2232,22,34,73,19
3,13,96,223,2,4,38,9
3,1.5,139,624,6,6,69,6
3,13.5,75,1934,19,44,6,8
3,13.5,92,1533,15,28,25,8
3,11.87,155,1115,11,28,26,19
3,11.63,139,834,8,18,70,4
7,19.67,59,1115,11,28,26,19
3,12.33,139,1121,11,27,23,33
3,11.08,124,634,6,21,49,3
4,11,159,2221,22,21,73,2
2,12,139,711,7,20,68,9
3,13,152,2233,22,34,49,19
3,14.17,129,421,4,7,43,33
3,14.08,119,1624,16,38,15,8
3,16,124,1225,12,2,28,33
3,8,139,321,3,20,42,4
7,19.92,155,725,7,17,67,19
5,14.5,156,913,9,11,60,9
3,14,92,932,9,16,61,19
3,10.87,155,323,3,6,69,3
3,4.37,155,1613,16,41,10,3
3,13.83,36,1224,12,27,28,7
3,12.8,153,621,6,17,71,28
3,13.17,141,1911,19,47,5,14
3,12.42,152,1634,16,30,15,8
3,13.33,153,1111,11,28,23,3
3,10.58,152,2531,25,29,25,2
3,11.75,152,1023,10,28,29,3
3,10.5,139,2533,25,37,25,2
3,12.52,139,2514,25,30,19,8
6,17.25,159,2512,25,36,19,33
3,13,59,1132,11,24,29,33
3,14.17,159,1423,14,26,24,19
3,13.5,139,1532,15,28,25,3
3,14.5,41,133,1,3,35,8
3,13.67,175,513,5,34,49,3
3,12,159,621,6,17,71,2
3,12.5,17,933,9,16,61,19
3,14.15,159,2012,20,40,4,19
3,14.25,159,314,3,20,42,3
4,15,49,2013,20,48,77,33
1,12.5,152,1531,15,37,25,33
2,18,159,522,5,34,49,18
3,6,129,1214,12,27,28,18
2,18,19,824,8,14,63,33
3,11.5,152,821,8,14,57,2
3,15,155,714,7,15,67,19
3,12.75,159,1824,18,42,8,33
3,14.08,152,821,8,14,57,3
6,11.72,155,1931,19,1,5,33
2,18,124,413,4,8,47,33
2,16.5,152,431,4,7,51,33
3,7,156,622,6,21,44,9
3,14.07,159,1133,11,24,29,19
5,0,19,2432,24,40,1,31
3,12.25,152,834,8,13,70,19
3,15.33,155,1522,15,29,25,19
2,17,139,512,5,9,49,3
3,14.77,139,1034,10,25,31,25
3,0.02,159,1613,16,41,10,18
2,10,139,512,5,9,49,4
3,11.88,159,512,5,9,49,7
3,12.53,156,2521,25,31,19,30
3,13.75,159,2023,20,48,77,25
3,11,159,114,1,2,32,33
2,23,159,2222,22,21,71,33
3,14.5,75,622,6,21,44,33
3,12.5,152,1225,12,2,28,3
3,14.27,17,1413,14,26,22,33
6,22,124,331,3,5,43,33
2,20.42,64,1925,19,44,6,33
3,13,159,1121,11,27,23,33
1,23,159,1634,16,38,15,7
3,13.3,155,1532,15,37,25,2
1,16.5,140,2515,25,37,19,4
3,12,143,122,1,42,32,33
3,15.67,159,1424,14,1,24,33
4,2.5,159,921,9,12,58,18
3,12.2,155,1113,11,28,26,28
3,11,159,2222,22,21,71,25
2,9.5,142,421,4,7,43,8
6,13,139,522,5,34,49,4
3,13.83,124,132,1,2,33,3
3,14.75,19,224,2,3,38,3
3,10.25,159,414,4,8,43,33
3,15,159,113,1,2,32,3
5,12,139,2211,22,19,74,9
3,3,159,1034,10,12,30,7
4,17,122,2013,20,48,77,33
3,15.7,159,1522,15,29,25,19
3,15.25,155,414,4,7,46,19
3,4,139,814,8,23,56,7
3,15.25,159,825,8,15,66,18
1,7.75,142,421,4,7,43,33
3,15.28,75,833,8,13,65,33
2,16.75,153,825,8,15,66,2
1,15,19,1713,17,33,14,25
2,23,19,1531,15,37,25,4
3,14.2,156,1432,14,32,22,33
3,12,152,513,5,9,49,33
3,16.5,159,1634,16,45,15,3
3,13.73,159,1523,15,29,25,3
3,15.6,19,612,6,21,71,2
2,20,124,923,9,14,63,25
6,13.75,101,1522,15,29,25,3
3,15.92,124,2213,22,19,72,33
3,12.05,152,312,3,20,69,3
3,15,159,1214,12,27,24,3
2,17,127,334,3,7,43,6
3,14.5,155,1212,12,32,24,3
3,15.25,124,815,8,23,62,7
3,9,122,1224,12,2,28,3
3,16,139,734,7,17,67,9
3,15.33,127,511,5,6,49,28
3,12.5,139,735,7,17,67,3
3,16,168,712,7,16,68,4
5,11.5,155,2522,25,31,19,9
1,21,19,1124,11,2,27,4
3,14.62,95,1124,11,28,27,3
3,16.42,155,421,4,7,43,25
7,5,19,613,6,21,71,9
2,21,159,424,4,10,46,18
3,17,139,1931,19,32,7,25
3,5.5,124,1822,18,32,8,18
7,0.02,19,1112,11,27,23,9
3,13.83,75,723,7,20,68,3
7,7,163,2012,20,40,77,33
2,17,159,2432,24,40,1,33
2,17,19,2433,24,40,77,9
1,0.02,156,2412,24,50,2,9
4,12,139,1924,19,44,6,25
6,23.5,27,1821,18,43,8,9
3,10.5,139,913,9,11,60,4
4,16,19,1235,12,25,31,6
5,12,19,1931,19,32,5,33
3,16.75,159,1234,12,25,31,33
3,17.33,155,1011,10,24,29,19
3,16.75,159,2031,20,47,4,2
3,16.03,96,2032,20,47,4,33
2,23.5,159,1031,10,22,30,7
3,13.88,159,711,7,16,68,28
3,11.25,152,1524,15,37,25,3
3,17,75,622,6,21,44,33
3,17.5,139,725,7,17,67,2
3,16.83,19,715,7,15,67,3
3,12.5,153,2525,25,26,22,17
3,15.67,112,1233,12,25,31,2
3,17.5,155,1533,15,24,25,19
3,12.5,124,1215,12,27,24,9
6,12,129,1923,19,44,6,18
3,16.5,153,1032,10,22,30,33
3,16.13,96,1034,10,25,31,33
3,18.05,156,124,1,2,28,8
3,17.33,124,132,1,2,33,8
3,16.17,75,112,1,42,32,33
3,13.25,19,932,9,16,61,3
3,16,75,121,1,2,28,33
3,15.47,96,1233,12,2,28,33
2,23,139,614,6,21,71,25
3,17.83,139,833,8,13,65,8
3,16.33,159,811,8,23,56,7
3,5.75,155,832,8,18,66,2
3,16.25,139,812,8,23,64,8
3,17.83,143,1931,19,32,7,9
3,15.42,140,1021,10,24,29,7
3,12,159,1524,15,37,25,7
3,15.93,19,323,3,6,69,3
3,3,19,1022,10,24,29,2
3,13.25,17,2031,20,47,4,33
3,15,75,924,9,3,61,2
2,20,129,924,9,12,61,33
6,5,124,1132,11,24,26,33
1,23,157,533,5,9,54,7
3,7,159,423,4,7,46,18
3,16.5,75,1833,18,42,8,33
4,22,19,612,6,17,71,7
3,16,156,111,1,42,32,9
3,14,139,532,5,9,53,2
3,12.5,129,414,4,8,43,18
3,16.83,152,1531,15,37,25,7
3,13.75,129,2211,22,19,74,3
5,9,124,123,1,2,32,9
5,9,139,131,1,2,33,9
2,11.5,177,925,9,11,61,4
3,10.8,143,113,1,2,32,3
3,15.83,159,921,9,14,58,18
3,7.5,19,331,3,5,43,4
3,17.92,159,522,5,34,49,28
5,15,124,735,7,17,67,9
3,18.47,141,1011,10,24,29,19
4,9,75,1134,11,24,27,25
2,12,139,113,1,42,32,9
3,14.08,159,432,4,10,52,34
3,18,139,431,4,7,51,7
3,12,139,833,8,13,65,9
3,18.42,159,824,8,16,63,33
3,14,36,434,4,10,51,3
3,17,175,631,6,8,44,19
3,15.38,92,623,6,17,44,7
3,19.08,139,834,8,13,70,25
3,17.5,96,2234,22,34,75,33
3,15.3,67,1134,11,24,27,2
3,14,19,1133,11,24,29,3
3,18.33,9,1655,16,41,76,8
3,18.78,159,2534,25,37,23,19
3,18,155,224,2,3,38,3
3,15,19,1012,10,24,29,3
3,17,139,1032,10,22,30,7
3,12.5,159,1021,10,24,29,33
3,18.83,159,1234,12,25,31,28
3,11,159,421,4,7,43,25
3,17.65,159,324,3,5,43,28
3,18.5,19,1022,10,24,29,3
3,16.07,155,213,2,3,35,3
3,0.02,159,832,8,15,66,7
3,18.5,75,912,9,11,59,3
3,18.25,175,2525,25,26,22,3
3,10.5,152,222,2,4,39,3
3,18.83,155,1111,11,28,25,19
3,16.25,141,214,2,3,38,2
3,15,139,611,6,18,71,7
2,15.5,155,2511,25,36,19,3
3,17,159,1523,15,28,25,26
3,19,155,2531,25,29,25,3
2,15.75,155,213,2,3,38,33
3,18.33,143,225,2,3,40,2
2,23,139,1133,11,24,27,25
3,17.52,139,1031,10,22,30,7
3,17.7,139,2212,22,19,75,2
5,9,139,2412,24,50,2,9
3,18.4,159,1011,10,24,29,14
3,18.7,159,1114,11,28,26,19
3,19.5,159,1131,11,24,25,3
3,19.05,27,113,1,2,32,3
3,18.97,155,334,3,7,43,19
3,17.17,142,634,6,21,49,3
3,15.5,141,1914,19,46,3,3
4,11,19,1925,19,44,6,4
6,16.5,124,1934,19,44,6,33
3,7.75,139,1924,19,44,6,4
3,16.55,155,1433,14,1,24,30
3,18.73,141,1124,11,28,27,28
3,19.45,129,211,2,4,35,19
3,18,159,1111,11,37,23,2
3,17.07,159,1012,10,24,29,19
3,17.38,19,314,3,20,42,25
3,7.5,129,2533,25,31,19,33
3,18.75,159,631,6,8,44,25
3,19,78,1925,19,44,6,2
3,18.1,159,422,4,7,46,25
3,19.5,124,224,2,3,38,7
3,18.92,129,1523,15,28,25,19
3,2,159,511,5,9,49,33
3,17.83,142,2513,25,29,25,3
3,18.78,159,524,5,34,53,28
3,17,124,2512,25,36,19,33
4,0.02,19,1631,16,38,17,9
3,19.68,124,1122,11,28,26,19
6,0,19,2112,2,2,35,33
3,16,155,1234,12,25,31,2
3,14,152,822,8,14,63,3
3,8.08,139,431,4,7,51,4
3,18.05,27,232,2,20,40,17
3,15.68,175,1131,11,24,26,2
3,18.2,19,621,6,17,71,34
3,20.17,159,634,6,21,44,33
3,14.5,139,2211,22,19,74,9
3,18.53,159,321,3,20,42,19
3,19.9,161,1915,19,46,3,9
3,18.67,156,1132,11,24,29,33
3,19.22,159,312,3,20,69,14
3,6,19,921,9,12,58,4
1,9,139,1924,19,44,6,3
2,8,175,431,4,7,51,33
3,19.43,19,1512,15,29,25,25
2,14,19,1723,17,39,16,6
3,20.48,159,823,8,15,66,19
2,17.5,155,1713,17,33,14,2
1,2,19,1723,17,39,16,6
3,19.62,159,1114,11,28,26,19
3,19.75,155,421,4,7,43,19
6,18.35,19,1623,16,45,11,25
3,7.5,139,1634,16,45,15,4
3,13,19,1634,16,38,15,3
3,17.5,19,1612,16,41,10,4
3,19.02,139,1014,10,24,29,34
2,12,150,421,4,7,43,23
3,14.72,19,421,4,7,43,4
3,20.42,159,1012,10,24,29,19
3,20.42,159,1122,11,27,23,19
3,21,155,1914,19,48,3,19
3,20,159,1122,11,28,26,19
3,19,124,1532,15,28,25,6
3,19.75,155,1111,11,28,25,19
3,18.17,139,1031,10,22,30,7
3,13,139,122,1,42,32,4
3,15.42,159,1123,11,28,27,19
3,20.5,159,921,9,12,61,19
3,17.25,155,424,4,10,46,3
3,19.63,155,331,3,5,43,3
3,20,19,2524,25,35,22,3
3,21,19,2532,25,37,25,8
3,19.57,139,621,6,17,71,19
3,19.72,156,1731,17,38,15,30
3,18.9,139,2223,22,21,71,3
3,20.33,59,1123,11,28,27,19
3,19.88,155,411,4,5,43,19
3,20.5,159,1112,11,27,23,7
3,18.33,155,215,2,3,38,3
3,20,155,1223,12,2,28,3
1,20,159,522,5,34,53,33
2,17.5,19,512,5,9,50,3
3,21.02,175,1115,11,28,26,19
3,20.82,155,522,5,34,49,19
3,20.47,17,1131,11,24,26,2
3,20.5,155,1123,11,28,27,30
1,6,139,1712,17,39,14,3
3,20.62,142,1132,11,24,26,2
3,9.5,159,631,6,6,44,3
3,21.67,124,1115,11,28,26,19
3,18.03,19,1113,11,28,26,19
3,20.25,67,623,6,6,44,30
3,12,140,1221,12,1,24,4
3,9,159,2535,25,26,23,7
3,19.47,141,411,4,5,43,34
1,18.02,5,813,8,23,56,33
3,19.5,159,2413,24,40,2,30
4,13.67,139,1111,11,37,23,33
3,21.48,124,111,1,42,32,33
1,16.5,49,734,7,17,67,4
3,19.58,17,411,4,5,43,19
3,19.3,159,723,7,6,68,33
1,9,92,712,7,16,68,33
3,20.38,155,2515,25,37,19,28
3,19.75,44,1434,14,1,22,8
3,21.22,155,824,8,14,63,30
3,22.17,155,2431,24,49,1,3
3,12,159,1424,14,1,24,33
5,11.18,141,321,3,5,42,33
3,18.5,66,1113,11,28,25,30
3,20.92,19,733,7,17,68,7
3,16,159,1021,10,24,29,3
3,22,159,2222,22,21,71,19
3,22.25,139,421,4,7,43,3
2,15.42,129,1123,11,28,27,6
3,21.95,139,733,7,17,68,3
3,22.1,159,824,8,16,63,19
3,22.45,159,421,4,7,43,19
3,21.5,143,1032,10,22,30,2
3,16.95,139,421,4,7,43,7
3,20.67,159,734,7,17,67,3
3,21.7,96,2023,20,48,77,33
3,7,19,1133,11,24,29,25
3,21.25,19,312,3,20,42,3
3,21,19,1011,10,24,29,3
3,10.1,143,1932,19,32,7,25
3,20,159,414,4,7,46,26
3,22.15,92,2433,24,50,2,19
3,20.58,159,423,4,7,46,19
3,18.22,96,1421,14,35,22,7
3,12,19,1422,14,26,23,4
3,22.45,159,1034,10,12,30,19
7,0.02,19,835,8,18,66,25
3,21.83,159,421,4,7,43,26
3,22.67,155,1112,11,27,23,19
3,22.75,155,1922,19,47,5,3
3,15.83,153,421,4,7,43,3
3,21,78,2522,25,31,19,4
3,23,139,921,9,12,58,2
3,22.48,139,634,6,6,44,25
3,23,19,1124,11,28,27,19
3,20.25,155,533,5,9,54,30
3,22.13,159,431,4,7,51,25
7,21.75,159,512,5,34,49,18
3,23.32,92,1823,18,27,8,34
3,21.72,17,1633,16,38,15,3
3,22.93,159,1013,10,22,30,19
3,20.93,127,213,2,3,38,34
3,21.5,75,1722,17,45,15,33
3,20.7,141,332,3,5,43,3
3,21.22,159,215,2,3,38,19
2,10,159,421,4,7,43,8
1,0.02,19,423,4,10,46,33
7,12,139,1624,16,38,15,25
3,17.25,124,1223,12,2,28,25
3,21.5,139,833,8,18,70,3
3,23.37,159,822,8,14,63,19
2,22,19,1633,16,38,17,3
3,23.32,159,914,9,11,34,19
3,22.62,159,523,5,34,53,14
3,21.02,155,511,5,21,49,30
3,22.42,19,321,3,5,42,8
3,23.25,159,711,7,16,68,30
3,22.33,159,712,7,16,68,7
3,22.55,155,713,7,16,67,3
4,0.5,159,1631,16,36,17,25
4,0.1,159,322,3,20,69,19
3,22.67,159,2515,25,37,19,34
3,23.67,159,1533,15,28,25,34
3,23.37,159,1533,15,24,25,19
4,7,19,621,6,17,71,33
3,22.83,159,631,6,6,44,14
4,1.25,129,1223,12,2,28,3
3,22.17,159,621,6,17,71,30
4,0.08,19,331,3,5,43,7
3,23.8,19,614,6,21,71,31
3,17.5,155,331,3,5,43,30
3,22.85,139,1121,11,26,23,3
4,0.17,159,1021,10,24,29,19
4,0.5,159,324,3,8,43,3
3,23.5,159,413,4,8,48,33
4,1.75,142,2532,25,37,25,8
4,1.28,159,1533,15,28,25,25
4,1.32,19,1024,10,22,30,3
4,0.97,159,822,8,14,63,19
3,21.75,101,1522,15,29,25,3
4,2.07,139,1821,18,27,8,3
3,23.83,175,432,4,10,52,34
4,1.5,139,713,7,16,67,3
4,1.5,139,713,7,16,67,3
4,1.75,19,322,3,6,69,7
3,22.58,155,1831,18,42,8,33
4,1.58,139,2234,22,34,75,7
4,2.33,78,2213,22,21,73,33
3,23.85,124,835,8,18,70,25
4,2.38,139,724,7,16,68,3
3,21.93,139,823,8,15,66,19
5,21,139,223,2,4,38,9
3,22.83,159,632,6,6,44,7
4,3.42,139,223,2,4,38,3
4,3.33,139,831,8,15,66,18
3,12.83,19,1112,11,27,23,4
3,19,139,1112,11,27,23,3
3,21.13,139,1713,17,33,14,25
3,23.88,139,432,4,10,52,34
4,0.67,96,1733,17,35,21,3
4,2.75,139,1631,16,36,17,3
3,23.08,139,1914,19,46,3,3
4,4.3,19,1533,15,28,25,34
4,1.25,159,114,1,42,32,19
3,22.82,129,622,6,21,44,19
4,0.17,159,1113,11,28,25,19
4,1.67,19,312,3,20,69,2
4,4.5,19,123,1,2,32,3
3,0.5,163,1413,14,26,22,9
5,18,64,1423,14,1,24,3
5,9,159,1421,14,1,24,33
4,4.7,139,612,6,17,71,4
3,23,19,1222,12,28,27,7
4,3.67,159,714,7,15,67,2
4,4.75,159,232,2,20,40,3
1,17,19,832,8,18,66,2
3,20.5,159,1922,19,47,5,7
3,21,142,1911,19,47,4,8
3,19,159,1221,12,1,24,33
4,4,159,725,7,17,67,7
4,5.75,159,915,9,3,34,3
3,20,159,2523,25,31,21,33
3,22,159,1411,14,35,22,33
4,6.67,155,915,9,11,34,30
4,0.02,159,2523,25,31,21,33
3,15.5,159,922,9,12,58,18
3,19,159,623,6,6,69,33
3,12,143,122,1,42,32,9
4,12.5,129,1814,18,43,7,33
3,20,159,1631,16,36,17,7
4,0.02,159,221,2,4,39,33
3,19,140,523,5,34,53,7
3,19,159,1731,17,31,16,7
3,15,129,1222,12,2,28,7
3,23,139,1915,19,46,3,25
3,23,159,1922,19,47,5,33
3,7,19,1623,16,45,11,4
3,23,139,431,4,10,51,25
3,19.75,19,1614,16,41,76,2
4,7.23,159,934,9,16,61,3
4,8.33,19,311,3,20,40,3
7,12,142,835,8,18,70,33
4,7.83,64,623,6,17,69,2
4,5.25,175,1924,19,44,6,18
3,18,159,2522,25,30,20,7
3,11,155,612,6,21,71,33
4,20,159,1921,19,47,5,33
4,8.83,19,531,5,9,49,33
4,0.02,159,1223,12,2,28,33
7,0.02,139,634,6,21,49,9
3,9,140,2232,22,34,73,7
3,19,71,215,2,3,38,9
3,11.37,152,1115,11,28,26,3
4,4,159,1432,14,32,22,33
3,13,140,2413,24,50,2,7
4,8.25,152,2211,22,19,74,3
4,0.02,159,2535,25,26,23,18
3,0.02,27,412,4,8,48,3
4,9.83,151,1611,16,41,9,19
4,0.33,159,512,5,9,50,18
4,10.08,2,1522,15,29,25,19
4,9,152,1031,10,22,30,3
4,8.58,19,1531,15,37,25,3
4,8.22,159,1122,11,27,23,19
4,8.25,71,1231,12,2,28,2
4,8.5,152,1134,11,28,27,3
4,9.33,19,1135,11,28,29,33
1,11.2,152,1135,11,28,27,18
3,22.5,159,1114,11,28,26,33
4,9.08,19,422,4,7,46,30
1,0.02,124,1225,12,2,28,9
3,18,139,433,4,10,52,3
4,8.92,159,1914,19,46,3,3
1,17,139,614,6,21,71,25
2,16,139,2433,24,48,77,9
3,23,159,2512,25,36,18,33
3,12,139,632,6,8,44,9
3,22.5,58,132,1,2,33,25
4,1,19,621,6,17,71,3
4,8.88,168,533,5,9,54,19
4,4,139,1813,18,43,7,7
4,6.25,139,1831,18,42,8,25
4,2,139,2534,25,27,23,2
3,19.5,139,735,7,17,67,7
4,7,19,1712,17,39,14,3
4,13.5,27,331,3,5,43,9
3,19,175,2533,25,31,19,7
4,0.02,142,523,5,34,53,7
3,19.5,159,2523,25,35,21,33
4,8,139,611,6,18,71,7
6,11,124,413,4,8,47,33
7,0,152,113,1,2,32,25
3,8,129,811,8,23,56,33
4,7.75,152,921,9,14,58,19
3,15,159,511,5,8,50,18
1,3,129,915,9,11,60,33
4,5,159,735,7,17,67,7
4,9,139,523,5,34,53,33
4,8.08,19,924,9,12,61,2
3,16.5,159,1034,10,25,31,7
7,10,124,511,5,21,49,33
4,7,19,814,8,23,56,7
4,5,139,726,7,15,67,33
3,23,143,2223,22,21,73,4
1,11,159,811,8,23,56,25
3,23,124,2223,22,21,73,4
4,12,78,812,8,23,64,9
4,10,129,1522,15,29,25,33
4,9.92,152,1111,11,28,23,2
3,22,159,914,9,11,34,7
3,22.5,159,1422,14,26,23,18
4,8.97,19,223,2,4,38,25
4,10.67,141,232,2,20,40,8
4,8.38,19,334,3,7,43,2
4,9.92,19,321,3,20,42,3
3,20,124,321,3,5,42,33
4,2,96,524,5,34,53,9
4,10.33,124,1223,12,2,28,33
3,11,139,2223,22,21,73,33
4,10.42,159,421,4,7,43,28
4,8,139,434,4,10,51,3
4,10.25,156,422,4,7,46,33
1,9,175,1114,11,28,26,33
4,10.37,159,2531,25,29,25,19
4,8.25,159,221,2,4,38,3
2,14.33,1,633,6,9,44,9
3,1,150,1235,12,25,31,7
4,8.5,17,2422,24,49,1,2
4,8.17,153,2524,25,31,20,2
3,21.5,159,1732,17,30,16,7
3,12,139,2234,22,34,75,7
4,11.75,159,821,8,14,63,33
4,1,143,1232,12,25,28,33
3,13,75,1833,18,42,8,33
3,10,139,234,2,5,41,9
4,11.25,159,934,9,16,61,19
2,12.33,152,824,8,16,63,33
1,13.5,152,511,5,6,49,33
7,7,139,323,3,5,69,7
5,15,124,132,1,2,33,33
4,11.5,141,222,2,4,39,3
3,17.5,159,1424,14,32,24,8
4,8,159,1123,11,28,27,18
3,23,159,1432,14,1,22,33
3,19,159,1533,15,28,25,33
3,9,139,524,5,34,53,9
4,11,159,122,1,2,32,33
4,11,156,833,8,13,65,33
5,1.17,19,1023,10,28,29,12
4,12,142,1223,12,2,28,33
4,11.33,92,1914,19,46,3,19
3,5.5,159,813,8,13,65,7
4,11.62,19,312,3,20,69,2
3,9.5,156,1233,12,2,28,33
4,9,168,513,5,34,49,7
4,8.5,152,1034,10,25,31,25
4,11.67,64,1225,12,2,28,2
3,10.25,152,1421,14,35,22,2
4,11.38,159,1533,15,24,25,19
4,12,127,1422,14,26,23,7
3,22.5,21,111,1,42,32,33
3,9,139,815,8,23,56,9
4,12.5,159,624,6,6,44,33
4,10.63,139,614,6,21,71,25
4,11.72,19,331,3,5,43,7
3,15.08,152,2031,20,40,4,3
4,8.83,159,1821,18,27,8,3
5,14.95,139,122,1,2,32,9
3,13,159,1433,14,32,22,9
4,12.83,159,723,7,6,68,33
4,4,159,1434,14,32,22,33
4,12,159,414,4,8,43,7
4,10,142,1031,10,22,30,33
2,21,152,1612,16,41,10,8
3,12,139,2012,20,40,4,9
3,15,19,1225,12,2,28,3
4,0.5,159,1631,16,36,17,18
3,10.5,152,822,8,14,63,31
3,7,19,814,8,23,56,7
7,4,139,1813,18,43,7,9
4,12.42,159,331,3,5,43,25
3,15,139,1824,18,42,8,25
4,9,152,814,8,23,56,2
4,12,17,1512,15,29,25,19
4,10.67,159,1532,15,28,25,18
3,12.4,155,831,8,15,66,30
