Date,Time,LocationDescription,Beat,District,Ward,CommunityArea,PrimaryType
03/19/2015 11:00:00 AM,,75,2533,25,37,25,33
03/18/2015 07:50:00 PM,,159,814,8,23,56,3
03/19/2015 02:30:00 PM,,159,1821,18,43,8,33
03/18/2015 01:49:00 PM,,139,811,8,23,56,9
03/19/2015 03:00:00 PM,,159,1115,11,28,26,30
03/19/2015 05:45:00 PM,,155,2222,22,21,71,19
07/24/2015 12:00:00 AM,,159,1235,12,25,31,7
03/19/2015 03:21:00 PM,,19,1132,11,24,26,3
03/05/2015 02:00:00 AM,,159,2533,25,37,25,33
03/19/2015 04:30:00 PM,,159,932,9,16,61,18
03/19/2015 04:09:00 PM,,139,823,8,13,65,3
03/17/2015 03:00:00 PM,,139,734,7,17,67,6
03/19/2015 05:45:00 PM,,175,825,8,15,66,3
03/17/2015 10:00:00 AM,,19,825,8,15,66,33
03/19/2015 03:50:00 PM,,19,614,6,21,71,7
03/19/2015 02:37:00 PM,,139,1132,11,24,29,3
03/19/2015 04:20:00 PM,,129,612,6,17,71,3
03/19/2015 04:25:00 PM,,159,2523,25,30,21,2
03/19/2015 03:45:00 PM,,95,1215,12,27,28,25
03/19/2015 10:00:00 AM,,19,334,3,7,43,4
03/18/2015 08:30:00 AM,,139,1231,12,2,28,33
03/19/2015 02:30:00 AM,,124,632,6,6,44,3
03/18/2015 06:00:00 AM,,139,934,9,3,61,3
03/19/2015 06:02:00 PM,,159,811,8,23,56,33
03/19/2015 01:00:00 AM,,159,133,1,3,35,33
03/16/2015 06:14:00 PM,,124,1433,14,1,24,9
03/19/2015 05:45:00 AM,,126,1432,14,32,22,7
03/19/2015 11:00:00 AM,,159,1812,18,43,7,7
03/19/2015 01:16:00 PM,,129,122,1,2,32,33
03/19/2015 04:30:00 PM,,155,911,9,12,59,3
03/19/2015 09:00:00 AM,,140,1214,12,27,24,4
03/19/2015 03:45:00 PM,,155,1014,10,24,29,30
03/19/2015 06:00:00 AM,,159,1111,11,28,23,33
03/19/2015 06:10:00 PM,,161,612,6,17,71,25
03/19/2015 02:00:00 PM,,139,1013,10,22,30,3
03/18/2015 02:20:00 PM,,124,1031,10,22,30,9
03/19/2015 06:05:00 PM,,159,1613,16,41,10,7
03/13/2015 04:30:00 PM,,139,123,1,2,32,25
03/19/2015 04:08:00 PM,,175,422,4,7,46,19
03/18/2015 11:00:00 PM,,159,935,9,3,61,7
03/19/2015 06:15:00 PM,,159,711,7,20,68,25
03/19/2015 04:45:00 PM,,153,1524,15,37,25,16
03/19/2015 04:50:00 PM,,143,1732,17,33,16,33
03/19/2015 05:30:00 PM,,19,2012,20,40,77,3
03/18/2015 10:00:00 PM,,159,2012,20,40,4,18
03/16/2015 01:43:00 PM,,19,2032,20,47,3,33
03/19/2015 05:45:00 PM,,159,2222,22,21,73,19
03/19/2015 06:33:00 PM,,159,1522,15,29,25,25
03/19/2015 05:36:00 PM,,175,825,8,15,66,3
03/19/2015 07:00:00 PM,,139,212,2,4,35,7
03/19/2015 03:30:00 PM,,159,2232,22,34,73,3
03/19/2015 04:45:00 PM,,159,821,8,14,63,33
03/19/2015 03:15:00 PM,,139,713,7,16,67,4
03/19/2015 07:00:00 AM,,19,733,7,17,68,7
03/19/2015 07:02:00 PM,,159,311,3,20,40,2
03/19/2015 05:30:00 PM,,124,825,8,15,66,7
03/19/2015 03:00:00 PM,,155,2232,22,34,73,3
03/19/2015 06:17:00 PM,,75,1722,17,45,15,33
03/06/2015 02:00:00 PM,,139,715,7,15,67,9
03/14/2015 11:00:00 AM,,139,2212,22,19,72,7
03/18/2015 03:50:00 PM,,155,1723,17,33,16,3
03/19/2015 05:30:00 PM,,92,624,6,6,69,19
03/19/2015 05:02:00 PM,,19,421,4,7,43,8
03/19/2015 06:58:00 PM,,155,1225,12,2,28,19
03/19/2015 11:56:00 AM,,142,431,4,7,51,2
03/19/2015 05:00:00 PM,,96,1822,18,32,8,33
03/19/2015 05:40:00 PM,,96,411,4,5,43,33
03/18/2015 11:30:00 PM,,19,1713,17,39,14,25
03/17/2015 11:30:00 PM,,139,623,6,17,69,4
03/19/2015 04:00:00 PM,,155,2534,25,30,23,3
03/19/2015 06:00:00 PM,,29,633,6,9,44,2
11/01/2014 02:00:00 AM,,139,1711,17,39,12,33
08/06/2014 10:00:00 AM,,139,1021,10,24,29,6
03/19/2015 04:12:00 PM,,155,832,8,17,66,3
03/19/2015 06:20:00 PM,,159,421,4,7,43,25
03/19/2015 10:00:00 AM,,124,921,9,14,58,9
03/19/2015 07:01:00 PM,,129,1522,15,29,25,19
03/19/2015 07:00:00 PM,,140,2515,25,37,19,8
03/19/2015 04:20:00 PM,,139,431,4,10,51,3
03/19/2015 05:05:00 PM,,155,934,9,16,61,30
03/19/2015 07:25:00 PM,,159,2533,25,37,25,19
03/19/2015 07:25:00 PM,,155,533,5,9,54,2
03/19/2015 06:00:00 PM,,139,911,9,12,58,7
03/19/2015 02:30:00 PM,,139,915,9,11,60,4
03/19/2015 06:40:00 PM,,155,733,7,17,68,34
03/19/2015 07:01:00 PM,,127,1533,15,28,25,34
03/19/2015 12:30:00 PM,,152,1233,12,2,28,3
03/19/2015 03:30:00 PM,,156,333,3,5,43,7
03/19/2015 03:00:00 PM,,139,1122,11,27,23,3
03/19/2015 05:38:00 PM,,141,1011,10,24,29,3
03/19/2015 03:35:00 PM,,159,1114,11,28,26,2
03/19/2015 07:30:00 PM,,155,832,8,15,66,19
03/19/2015 05:30:00 AM,,155,1122,11,28,26,30
03/17/2015 07:00:00 PM,,159,1224,12,27,28,18
03/19/2015 07:20:00 PM,,129,2234,22,34,75,19
03/19/2015 06:35:00 PM,,159,1211,12,26,23,3
03/19/2015 06:45:00 PM,,141,1831,18,42,8,3
03/19/2015 07:27:00 PM,,127,2534,25,31,23,25
03/19/2015 12:01:00 AM,,17,1513,15,29,25,31
03/19/2015 07:00:00 PM,,127,1624,16,38,15,33
03/19/2015 03:30:00 PM,,139,1512,15,29,25,8
03/18/2015 05:30:00 PM,,124,1135,11,2,27,33
03/19/2015 07:12:00 PM,,19,522,5,34,49,25
03/19/2015 07:42:00 PM,,159,1115,11,28,26,19
03/19/2015 12:01:00 AM,,159,1934,19,44,6,18
03/19/2015 06:14:00 PM,,96,612,6,17,71,33
03/19/2015 06:23:00 PM,,75,1834,18,42,8,33
03/19/2015 04:00:00 PM,,19,1124,11,28,27,33
03/19/2015 05:52:00 PM,,155,224,2,3,38,34
03/19/2015 07:35:00 PM,,159,1633,16,38,15,34
03/19/2015 07:10:00 PM,,159,1133,11,24,29,28
03/19/2015 07:45:00 PM,,155,1121,11,27,23,19
03/19/2015 07:50:00 PM,,70,111,1,42,32,8
03/19/2015 06:15:00 PM,,124,431,4,7,51,30
03/19/2015 07:45:00 PM,,19,421,4,7,43,3
03/19/2015 10:00:00 AM,,19,421,4,7,43,7
03/19/2015 07:55:00 PM,,64,412,4,8,45,7
03/16/2015 09:00:00 AM,,155,1214,12,42,28,33
03/19/2015 12:00:00 PM,,159,1922,19,32,6,18
03/19/2015 08:35:00 PM,,159,1113,11,28,26,26
03/16/2015 12:01:00 AM,,22,1824,18,42,8,9
03/18/2015 01:00:00 AM,,103,1935,19,43,7,33
03/19/2015 07:37:00 PM,,141,733,7,17,68,34
03/16/2015 04:45:00 PM,,129,1432,14,1,22,3
03/19/2015 07:20:00 PM,,159,731,7,6,69,7
03/19/2015 07:00:00 PM,,139,422,4,7,46,33
03/19/2015 08:20:00 PM,,159,513,5,9,49,19
03/19/2015 07:33:00 PM,,139,733,7,17,68,2
03/19/2015 08:12:00 PM,,155,624,6,8,44,19
03/19/2015 04:30:00 AM,,169,1722,17,39,14,33
03/19/2015 08:25:00 PM,,139,731,7,17,69,7
03/19/2015 12:10:00 PM,,129,1834,18,42,8,33
03/19/2015 08:00:00 PM,,143,225,2,3,40,7
03/19/2015 07:20:00 PM,,129,726,7,15,67,33
07/23/2015 06:00:00 PM,,159,1434,14,32,24,33
03/19/2015 06:42:00 PM,,75,2515,25,30,19,33
03/19/2015 08:50:00 PM,,155,1913,19,46,3,19
03/19/2015 03:00:00 PM,,19,2515,25,30,19,2
03/19/2015 05:00:00 PM,,152,1424,14,1,24,33
03/19/2015 03:00:00 PM,,75,2521,25,31,20,33
03/19/2015 06:25:00 PM,,127,2533,25,37,25,3
03/19/2015 01:30:00 PM,,19,2523,25,31,21,4
03/19/2015 06:45:00 PM,,156,2522,25,31,19,30
03/19/2015 09:00:00 PM,,139,1513,15,29,25,7
03/17/2015 08:00:00 PM,,19,631,6,8,44,4
03/19/2015 08:57:00 PM,,159,1113,11,28,26,19
03/19/2015 09:00:00 PM,,155,631,6,8,44,3
03/19/2015 06:26:00 PM,,139,512,5,9,49,19
03/19/2015 07:00:00 PM,,159,222,2,4,39,3
03/19/2015 08:45:00 PM,,155,1033,10,12,30,19
03/19/2015 08:17:00 PM,,19,2413,24,50,2,8
03/19/2015 09:10:00 PM,,155,1533,15,24,25,19
03/19/2015 09:15:00 PM,,127,1731,17,30,16,8
03/19/2015 07:40:00 PM,,139,734,7,17,67,3
03/11/2015 12:01:00 AM,,139,334,3,7,43,9
03/19/2015 01:00:00 PM,,124,414,4,8,46,33
03/19/2015 08:40:00 PM,,155,1712,17,39,13,30
03/19/2015 06:44:00 PM,,75,2515,25,30,19,33
03/19/2015 12:30:00 PM,,155,214,2,4,38,3
03/19/2015 08:39:00 PM,,17,232,2,20,40,28
03/19/2015 03:30:00 AM,,139,613,6,21,71,3
03/19/2015 06:56:00 PM,,19,214,2,4,38,3
03/19/2015 08:04:00 PM,,159,331,3,5,43,18
03/19/2015 04:02:00 PM,,17,624,6,8,44,7
03/19/2015 08:30:00 PM,,19,311,3,20,40,2
03/19/2015 08:10:00 PM,,155,331,3,5,43,30
03/19/2015 08:17:00 PM,,155,732,7,17,68,19
03/19/2015 09:06:00 PM,,92,1132,11,24,26,19
03/19/2015 04:10:00 PM,,129,222,2,4,39,3
03/19/2015 07:06:00 PM,,175,225,2,3,37,3
03/19/2015 07:20:00 PM,,159,333,3,5,43,19
09/22/2008 11:24:00 PM,,159,1131,11,24,25,12
03/19/2015 04:45:00 PM,,19,215,2,3,38,33
03/19/2015 02:00:00 PM,,159,1023,10,28,29,25
03/19/2015 08:30:00 PM,,159,823,8,15,66,3
03/17/2015 04:10:00 PM,,96,223,2,4,38,2
03/19/2015 09:20:00 PM,,155,735,7,17,67,19
03/19/2015 04:00:00 PM,,19,923,9,14,63,3
03/19/2015 04:10:00 PM,,129,222,2,4,39,33
03/19/2015 08:00:00 PM,,155,1533,15,24,25,30
03/19/2015 05:43:00 PM,,19,621,6,17,71,2
03/19/2015 09:08:00 PM,,155,1532,15,28,25,19
03/19/2015 05:00:00 PM,,129,513,5,9,49,3
03/19/2015 08:30:00 PM,,103,411,4,8,45,30
03/19/2015 10:01:00 PM,,155,1532,15,28,25,19
03/19/2015 09:40:00 PM,,159,1113,11,28,25,26
03/19/2015 09:14:00 PM,,96,1722,17,45,15,3
03/19/2015 08:42:00 PM,,17,1121,11,27,23,3
03/19/2015 08:18:00 PM,,155,1633,16,38,17,19
03/19/2015 09:27:00 PM,,124,1913,19,46,3,33
03/19/2015 06:51:00 PM,,159,1814,18,43,7,28
03/19/2015 06:23:00 PM,,159,1233,12,2,28,3
03/19/2015 08:45:00 PM,,19,1225,12,2,28,3
03/17/2015 08:20:00 AM,,21,314,3,20,42,33
03/19/2015 09:30:00 PM,,159,434,4,10,51,7
03/19/2015 09:00:00 PM,,159,1222,12,28,27,18
03/19/2015 10:15:00 PM,,155,1533,15,24,25,19
03/19/2015 06:00:00 PM,,122,2233,22,34,49,33
03/19/2015 07:15:00 PM,,159,624,6,6,44,9
03/19/2015 05:30:00 AM,,159,813,8,23,56,18
03/11/2015 11:00:00 AM,,139,2232,22,34,73,3
03/19/2015 08:51:00 PM,,159,523,5,9,53,19
03/19/2015 07:55:00 PM,,156,1833,18,42,8,9
03/19/2015 08:46:00 PM,,159,921,9,14,58,19
02/24/2015 09:00:00 AM,,139,512,5,9,49,7
03/19/2015 09:20:00 PM,,17,824,8,16,63,19
03/19/2015 09:41:00 PM,,139,422,4,7,46,28
03/19/2015 02:00:00 PM,,152,1532,15,28,25,3
02/28/2015 02:30:00 PM,,139,1623,16,45,15,4
03/19/2015 09:30:00 PM,,143,511,5,9,49,9
03/19/2015 06:00:00 PM,,139,1712,17,39,14,7
03/06/2015 03:00:00 PM,,153,1634,16,38,15,3
03/19/2015 05:45:00 PM,,159,1623,16,45,15,3
03/16/2015 07:20:00 AM,,124,1624,16,45,15,2
03/19/2015 08:30:00 PM,,96,2422,24,49,1,33
03/19/2015 04:25:00 PM,,143,1621,16,45,12,33
03/19/2015 09:18:00 PM,,175,2413,24,50,2,19
03/19/2015 09:26:00 PM,,141,312,3,20,42,31
03/19/2015 10:15:00 PM,,159,422,4,7,46,28
03/19/2015 08:07:00 PM,,17,2532,25,37,25,19
03/19/2015 08:15:00 PM,,17,1622,16,45,11,7
03/19/2015 09:43:00 PM,,159,734,7,17,67,19
03/19/2015 09:11:00 PM,,141,1023,10,12,30,8
03/19/2015 10:14:00 PM,,19,1634,16,38,15,8
03/19/2015 09:33:00 PM,,155,1224,12,27,28,30
03/19/2015 10:09:00 PM,,156,1732,17,35,21,2
03/19/2015 09:13:00 PM,,159,935,9,3,61,8
03/19/2015 09:30:00 PM,,155,312,3,20,69,19
03/13/2015 05:30:00 PM,,139,523,5,9,53,25
11/02/2014 05:57:00 AM,,139,513,5,34,49,25
03/19/2015 10:23:00 PM,,159,1524,15,37,25,19
03/04/2015 09:01:00 PM,,139,412,4,8,45,25
03/19/2015 05:54:00 PM,,155,523,5,9,53,30
03/09/2015 10:30:00 PM,,139,922,9,12,58,33
03/19/2015 07:25:00 PM,,59,825,8,15,66,9
03/19/2015 03:15:00 PM,,139,632,6,6,44,4
03/19/2015 09:35:00 PM,,143,1914,19,46,3,9
03/17/2015 11:50:00 PM,,155,1915,19,46,3,3
03/19/2015 10:19:00 PM,,143,1712,17,39,14,2
03/18/2015 09:20:00 PM,,155,1931,19,32,5,3
03/19/2015 10:00:00 PM,,139,522,5,34,53,7
03/19/2015 10:45:00 PM,,139,524,5,34,53,3
03/19/2015 10:54:00 PM,,59,414,4,8,43,7
03/19/2015 11:00:00 PM,,139,725,7,15,67,7
03/19/2015 10:30:00 PM,,19,212,2,4,35,3
03/19/2015 10:37:00 PM,,155,2531,25,29,25,2
03/19/2015 10:00:00 PM,,142,1513,15,29,25,3
03/19/2015 09:00:00 PM,,155,1221,12,1,24,3
03/19/2015 10:27:00 PM,,96,1931,19,32,6,33
03/19/2015 10:00:00 PM,,141,1113,11,28,26,19
03/19/2015 07:27:00 PM,,155,612,6,21,71,33
03/19/2015 10:00:00 AM,,139,924,9,3,61,25
03/13/2015 08:00:00 PM,,139,533,5,9,54,3
03/19/2015 04:00:00 PM,,159,811,8,23,56,7
03/19/2015 10:53:00 PM,,159,2521,25,31,19,26
03/19/2015 10:00:00 PM,,129,2413,24,50,2,18
03/19/2015 10:30:00 PM,,19,722,7,20,68,3
03/19/2015 09:00:00 PM,,159,612,6,17,71,33
03/19/2015 11:50:00 PM,,19,2523,25,35,21,3
03/19/2015 10:55:00 PM,,159,835,8,18,66,25
03/19/2015 10:01:00 PM,,129,814,8,23,56,3
03/19/2015 10:42:00 PM,,159,1033,10,12,30,28
03/19/2015 04:30:00 PM,,129,924,9,12,61,33
03/19/2015 10:00:00 PM,,159,1832,18,42,8,33
03/18/2015 09:45:00 PM,,155,725,7,17,67,30
03/19/2015 09:30:00 PM,,19,1111,11,37,23,19
03/20/2015 12:05:00 AM,,155,1432,14,32,22,3
03/20/2015 12:15:00 AM,,159,623,6,17,69,3
03/20/2015 01:30:00 AM,,96,1414,14,35,22,7
03/19/2015 11:30:00 AM,,19,324,3,5,69,3
03/20/2015 12:30:00 AM,,175,222,2,4,39,30
03/20/2015 01:30:00 AM,,163,1532,15,28,25,9
03/19/2015 11:10:00 PM,,19,313,3,20,42,3
03/19/2015 11:30:00 PM,,75,1833,18,42,8,8
03/20/2015 01:20:00 AM,,19,322,3,6,69,3
03/13/2015 09:00:00 PM,,19,235,2,5,41,3
03/20/2015 02:01:00 AM,,19,1522,15,29,25,3
03/19/2015 05:20:00 PM,,64,533,5,9,54,3
03/19/2015 04:45:00 AM,,103,834,8,18,70,3
03/20/2015 01:20:00 AM,,96,1424,14,1,24,9
03/20/2015 12:55:00 AM,,175,222,2,4,39,30
03/20/2015 02:08:00 AM,,19,1531,15,37,25,3
03/20/2015 12:49:00 AM,,159,1131,11,24,25,19
03/20/2015 02:15:00 AM,,143,833,8,13,65,9
03/20/2015 01:20:00 AM,,27,1212,12,1,24,33
03/20/2015 01:00:00 AM,,19,523,5,34,53,2
03/20/2015 01:25:00 AM,,155,433,4,10,55,30
03/20/2015 01:07:00 AM,,159,2521,25,31,19,19
03/20/2015 12:45:00 AM,,159,2515,25,37,19,19
03/20/2015 01:30:00 AM,,19,314,3,20,42,7
03/20/2015 02:45:00 AM,,124,924,9,12,61,30
03/20/2015 02:00:00 AM,,159,1112,11,27,23,7
03/20/2015 02:41:00 AM,,58,1121,11,27,23,7
03/20/2015 01:24:00 AM,,155,1022,10,24,29,19
03/20/2015 01:08:00 AM,,159,1113,11,28,26,19
03/20/2015 02:34:00 AM,,159,1421,14,26,23,3
03/17/2015 04:00:00 PM,,19,312,3,20,69,7
03/20/2015 01:00:00 AM,,159,414,4,8,43,30
03/19/2015 09:30:00 PM,,159,1512,15,29,25,30
03/20/2015 02:23:00 AM,,159,1115,11,28,26,28
03/20/2015 03:20:00 AM,,19,2533,25,37,25,3
03/20/2015 02:22:00 AM,,143,2523,25,30,21,7
03/15/2014 12:01:00 AM,,124,1411,14,33,21,9
03/20/2015 12:20:00 AM,,155,1123,11,28,27,3
03/20/2015 02:57:00 AM,,139,825,8,15,66,7
03/19/2015 07:30:00 PM,,19,212,2,4,36,3
03/19/2015 08:47:00 PM,,64,1112,11,27,23,3
03/19/2015 08:40:00 AM,,19,1212,12,32,24,4
03/20/2015 12:20:00 AM,,175,1111,11,37,23,19
03/15/2015 02:00:00 PM,,34,623,6,17,69,25
03/20/2015 01:30:00 AM,,92,411,4,8,45,18
03/20/2015 01:25:00 AM,,92,833,8,13,65,3
03/20/2015 03:25:00 AM,,19,1121,11,27,23,33
03/20/2015 03:22:00 AM,,156,1732,17,35,21,33
03/20/2015 03:15:00 AM,,159,1233,12,25,28,8
03/19/2015 04:00:00 PM,,159,1651,16,41,76,33
03/20/2015 03:15:00 AM,,19,832,8,15,66,3
03/19/2015 05:30:00 PM,,139,714,7,15,67,3
03/20/2015 03:25:00 AM,,96,1912,19,47,6,30
03/20/2015 04:30:00 AM,,159,622,6,21,44,33
03/19/2015 11:10:00 PM,,156,2213,22,19,72,7
03/19/2015 08:30:00 PM,,139,2234,22,34,75,4
03/18/2015 07:15:00 AM,,58,1225,12,2,28,3
03/20/2015 03:20:00 AM,,159,431,4,7,51,7
03/20/2015 05:20:00 AM,,159,412,4,8,46,30
03/20/2015 12:25:00 AM,,159,313,3,20,42,3
03/20/2015 04:15:00 AM,,139,533,5,9,54,25
03/06/2015 07:00:00 AM,,124,2011,20,40,2,25
03/19/2015 11:40:00 PM,,143,1824,18,43,8,33
03/19/2015 05:00:00 PM,,159,931,9,20,61,18
03/20/2015 03:57:00 AM,,139,612,6,17,71,3
03/20/2015 03:00:00 AM,,155,2533,25,37,25,3
03/19/2015 06:00:00 PM,,142,2223,22,21,73,7
03/20/2015 02:52:00 AM,,139,714,7,15,67,3
03/20/2015 04:45:00 AM,,19,835,8,18,70,3
03/20/2015 04:45:00 AM,,139,1422,14,26,23,3
03/18/2015 06:00:00 PM,,56,1811,18,32,7,6
03/20/2015 05:10:00 AM,,159,1912,19,47,6,9
03/19/2015 11:50:00 PM,,159,914,9,11,60,28
03/19/2015 02:30:00 AM,,139,1925,19,46,6,8
03/19/2015 04:30:00 AM,,159,1732,17,30,16,33
03/20/2015 05:35:00 AM,,19,1934,19,44,6,3
03/19/2015 05:00:00 PM,,159,633,6,6,44,7
03/20/2015 05:40:00 AM,,159,632,6,6,44,7
03/20/2015 12:01:00 AM,,159,633,6,6,44,7
03/19/2015 09:00:00 PM,,159,421,4,7,43,33
03/19/2015 01:00:00 PM,,19,2422,24,49,1,2
03/20/2015 06:42:00 AM,,19,2424,24,49,1,3
03/19/2015 07:00:00 PM,,159,633,6,6,44,7
03/20/2015 12:00:00 AM,,159,333,3,5,43,33
03/18/2015 06:00:00 AM,,139,523,5,34,53,25
03/20/2015 03:00:00 AM,,19,1634,16,38,15,3
03/19/2015 04:00:00 PM,,159,1925,19,44,6,33
03/07/2015 04:00:00 PM,,155,1132,11,24,29,19
03/20/2015 07:30:00 AM,,159,1224,12,27,28,7
03/19/2015 07:00:00 PM,,159,1813,18,43,7,7
03/19/2015 09:30:00 PM,,159,234,2,4,41,7
03/19/2015 06:00:00 PM,,139,424,4,10,46,25
03/20/2015 01:00:00 AM,,159,632,6,6,44,7
03/19/2015 09:00:00 PM,,159,632,6,6,44,7
03/19/2015 09:00:00 PM,,159,1014,10,24,29,18
03/20/2015 08:35:00 AM,,159,112,1,42,32,3
03/20/2015 07:30:00 AM,,36,133,1,3,35,7
03/20/2015 08:50:00 AM,,124,1722,17,45,15,33
03/20/2015 08:05:00 AM,,124,122,1,42,32,33
03/12/2015 12:01:00 AM,,124,711,7,20,68,4
03/20/2015 08:00:00 AM,,140,824,8,16,63,8
03/06/2015 07:04:00 PM,,19,1222,12,27,27,19
03/20/2015 07:40:00 AM,,44,1224,12,27,28,3
03/19/2015 05:00:00 PM,,19,232,2,20,40,7
03/20/2015 02:00:00 AM,,159,212,2,4,36,33
03/16/2015 08:00:00 PM,,139,1611,16,41,9,9
03/13/2015 09:42:00 PM,,139,834,8,18,70,25
03/19/2015 04:00:00 PM,,17,1211,12,1,24,7
03/19/2015 05:00:00 PM,,159,2525,25,30,20,33
03/20/2015 08:05:00 AM,,159,1014,10,24,29,7
03/20/2015 08:12:00 AM,,19,1732,17,30,16,3
03/11/2015 01:30:00 PM,,155,1652,16,41,76,33
03/19/2015 01:30:00 PM,,139,712,7,16,68,25
03/20/2015 08:15:00 AM,,19,2423,24,49,1,33
03/19/2015 09:00:00 AM,,83,833,8,13,65,33
03/19/2015 07:30:00 PM,,159,811,8,23,56,7
03/19/2015 04:00:00 PM,,124,1214,12,27,24,7
03/19/2015 10:30:00 PM,,159,632,6,6,44,18
03/19/2015 10:20:00 PM,,139,1632,16,38,17,3
03/16/2015 10:00:00 PM,,159,1411,14,35,22,33
03/19/2015 02:00:00 PM,,159,324,3,5,43,33
03/20/2015 09:19:00 AM,,159,713,7,15,67,28
03/20/2015 09:38:00 AM,,67,1114,11,28,26,9
03/20/2015 09:00:00 AM,,159,631,6,8,44,7
03/01/2015 08:00:00 AM,,124,1832,18,42,8,2
03/20/2015 08:00:00 AM,,139,1532,15,28,25,33
03/19/2015 09:00:00 PM,,159,2011,20,40,4,33
03/20/2015 10:15:00 AM,,155,1122,11,27,23,19
03/19/2015 11:30:00 AM,,152,1215,12,27,24,33
03/19/2015 12:45:00 PM,,143,111,1,42,32,33
03/18/2015 12:50:00 PM,,152,1723,17,33,14,2
02/27/2015 09:00:00 AM,,141,1733,17,33,16,33
03/20/2015 07:20:00 AM,,19,1623,16,45,11,3
03/20/2015 08:30:00 AM,,143,2514,25,30,19,25
03/20/2015 08:45:00 AM,,152,933,9,16,61,3
03/20/2015 09:00:00 AM,,51,2433,24,48,77,33
03/19/2015 10:00:00 PM,,155,322,3,6,69,33
02/19/2015 11:00:00 AM,,159,1122,11,28,26,33
03/20/2015 09:31:00 AM,,155,314,3,5,42,34
02/05/2015 10:00:00 AM,,159,611,6,21,71,2
03/05/2015 08:00:00 AM,,139,414,4,8,43,25
03/20/2015 10:30:00 AM,,159,2531,25,29,25,14
03/19/2015 01:30:00 PM,,124,111,1,42,32,9
03/19/2015 08:00:00 PM,,159,1921,19,47,5,33
03/18/2015 01:00:00 PM,,139,324,3,5,43,9
03/10/2015 11:00:00 AM,,150,314,3,20,42,33
11/03/2014 12:00:00 PM,,139,1231,12,25,28,25
03/20/2015 08:55:00 AM,,159,1021,10,24,29,7
03/14/2015 07:35:00 PM,,139,1522,15,29,25,25
03/20/2015 10:09:00 AM,,19,1221,12,1,24,4
03/20/2015 08:13:00 AM,,139,1121,11,27,23,19
03/19/2015 09:53:00 PM,,159,332,3,5,43,33
03/20/2015 10:39:00 AM,,155,1134,11,24,27,19
03/20/2015 05:00:00 AM,,139,233,2,4,41,4
03/20/2015 09:00:00 AM,,159,231,2,3,40,30
03/20/2015 09:15:00 AM,,152,1234,12,25,31,3
03/20/2015 09:30:00 AM,,127,233,2,20,40,33
03/20/2015 09:20:00 AM,,17,233,2,4,41,2
03/20/2015 11:00:00 AM,,139,823,8,15,66,7
03/20/2015 09:45:00 AM,,141,2422,24,49,1,33
03/19/2015 07:00:00 PM,,159,621,6,17,71,7
03/20/2015 09:40:00 AM,,17,722,7,6,69,7
03/20/2015 02:00:00 AM,,159,833,8,13,65,33
03/19/2015 10:00:00 PM,,124,214,2,4,38,8
03/19/2015 09:00:00 AM,,159,1132,11,24,26,33
03/17/2015 07:01:00 PM,,139,722,7,6,69,19
03/20/2015 08:00:00 AM,,153,822,8,14,63,34
03/20/2015 09:30:00 AM,,175,815,8,23,57,7
12/02/2014 08:00:00 AM,,143,1932,19,32,6,9
03/20/2015 09:52:00 AM,,139,421,4,7,43,34
03/20/2015 10:41:00 AM,,159,1115,11,28,26,19
03/13/2015 06:00:00 PM,,139,1731,17,30,16,9
03/20/2015 08:00:00 AM,,155,331,3,5,43,3
03/16/2015 06:00:00 AM,,66,511,5,21,49,33
03/20/2015 11:12:00 AM,,159,511,5,9,49,19
03/15/2015 12:01:00 AM,,139,2234,22,34,75,33
03/09/2015 09:00:00 AM,,139,624,6,6,69,9
03/20/2015 10:38:00 AM,,159,2212,22,19,75,19
03/20/2015 10:20:00 AM,,159,223,2,4,38,33
03/19/2015 11:30:00 AM,,55,1913,19,46,3,2
03/20/2015 10:42:00 AM,,139,1432,14,32,22,9
03/19/2015 08:00:00 PM,,168,2521,25,31,19,4
03/20/2015 09:45:00 AM,,153,423,4,7,46,3
03/20/2015 09:30:00 AM,,159,2412,24,50,2,33
03/20/2015 10:00:00 AM,,139,1612,16,41,10,3
03/19/2015 10:30:00 AM,,159,2232,22,34,73,25
03/20/2015 02:00:00 AM,,19,1133,11,24,29,7
03/17/2015 11:00:00 PM,,77,2211,22,19,72,33
03/20/2015 09:53:00 AM,,159,2222,22,21,73,18
03/20/2015 10:00:00 AM,,159,1223,12,2,28,18
03/14/2015 02:00:00 PM,,139,2223,22,21,71,33
03/09/2015 09:00:00 AM,,152,2524,25,35,22,3
03/19/2015 05:00:00 PM,,129,2514,25,30,19,7
03/20/2015 10:40:00 AM,,155,224,2,3,38,2
03/20/2015 12:00:00 PM,,19,225,2,20,40,3
03/19/2015 08:47:00 PM,,19,1823,18,27,8,7
03/20/2015 11:00:00 AM,,155,824,8,14,63,28
03/11/2015 08:15:00 PM,,25,2533,25,37,25,9
03/20/2015 12:10:00 PM,,141,824,8,16,63,3
03/20/2015 10:55:00 AM,,155,1011,10,24,29,19
03/20/2015 12:10:00 PM,,155,1113,11,28,26,26
03/20/2015 08:30:00 AM,,155,533,5,9,54,2
03/20/2015 03:00:00 AM,,159,711,7,20,68,25
03/20/2015 11:30:00 AM,,143,2033,20,48,3,33
03/19/2015 05:00:00 PM,,139,824,8,16,63,6
03/16/2015 07:00:00 PM,,125,111,1,42,32,9
