Time,LocationDescription,Beat,District,Ward,CommunityArea,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,PrimaryType
11.5,159,1723,17,39,16,0,0,0,0,0,1,0,7
21,19,2424,24,49,1,0,0,0,0,0,1,0,3
18.83,127,2422,24,49,1,0,0,0,0,0,1,0,3
21.5,103,111,1,42,32,0,0,0,0,0,1,0,8
20.98,19,924,9,3,61,0,0,0,0,0,1,0,19
21.55,159,815,8,23,56,0,0,0,0,0,1,0,19
20.83,139,812,8,13,64,0,0,0,0,0,1,0,3
7.33,140,931,9,20,61,0,0,0,0,0,1,0,18
16.07,127,132,1,2,33,0,0,0,0,0,1,0,9
21.2,143,1724,17,33,14,0,0,0,0,0,1,0,25
10.5,19,732,7,17,69,0,0,0,0,0,1,0,33
20.5,129,1223,12,2,28,0,0,0,0,0,1,0,7
11,139,133,1,3,35,0,0,0,0,0,1,0,4
15,155,831,8,15,66,0,0,0,0,0,1,0,2
14,129,1034,10,25,31,0,0,0,0,0,1,0,33
20.58,159,2431,24,49,1,0,0,0,0,0,1,0,34
21.63,139,331,3,5,43,0,0,0,0,0,1,0,4
21.5,155,424,4,7,46,0,0,0,0,0,1,0,3
21.85,155,1533,15,28,25,0,0,0,0,0,1,0,19
18,139,432,4,10,52,0,1,0,0,0,0,0,7
21.02,17,522,5,34,53,0,0,0,0,0,1,0,19
21.67,159,2514,25,31,19,0,0,0,0,0,1,0,19
21.15,155,223,2,4,39,0,0,0,0,0,1,0,19
22.13,17,1624,16,45,15,0,0,0,0,0,1,0,19
21.5,19,624,6,6,69,0,0,0,0,0,1,0,3
19.13,156,913,9,11,60,0,0,0,0,0,1,0,25
21.67,139,511,5,9,49,0,0,0,0,0,1,0,3
22.6,139,1524,15,37,25,0,0,0,0,0,1,0,2
19.07,19,1112,11,27,23,0,0,0,0,0,1,0,7
19.5,124,1831,18,42,8,0,0,0,0,0,1,0,33
22.83,95,823,8,15,66,0,0,0,0,0,1,0,19
23,159,614,6,21,71,0,1,0,0,0,0,0,7
14.92,159,1133,11,24,29,0,0,0,0,0,1,0,7
21.78,155,623,6,6,69,0,0,0,0,0,1,0,3
22.92,17,423,4,7,46,0,0,0,0,0,1,0,19
21.28,155,2213,22,21,73,0,0,0,0,0,1,0,25
21.75,159,1133,11,24,26,0,0,0,0,0,1,0,19
20.13,155,312,3,20,42,0,0,0,0,0,1,0,34
21,19,2514,25,30,19,0,0,0,0,0,1,0,3
16.68,19,923,9,14,63,1,0,0,0,0,0,0,9
22.08,159,1122,11,27,23,0,0,0,0,0,1,0,19
20.33,159,822,8,14,63,0,0,0,0,0,1,0,19
1,159,1111,11,37,23,0,0,0,0,0,1,0,33
21,159,1111,11,37,23,0,0,1,0,0,0,0,33
12,139,313,3,20,42,0,0,1,0,0,0,0,25
6.5,19,332,3,5,43,0,0,1,0,0,0,0,33
12,124,2211,22,19,72,0,0,0,0,1,0,0,2
18.6,92,2232,22,34,73,0,0,0,0,0,1,0,33
21.35,19,611,6,17,71,0,0,0,0,0,1,0,19
12,150,1034,10,25,31,0,0,0,0,0,1,0,7
21.75,59,1123,11,28,27,0,0,0,0,0,1,0,19
14.58,49,1522,15,29,25,0,0,0,1,0,0,0,3
21.75,124,1423,14,26,24,0,0,0,0,0,1,0,17
20.25,159,2412,24,50,2,0,0,0,0,0,1,0,7
22,124,1911,19,47,4,0,1,0,0,0,0,0,3
21.73,143,422,4,7,46,0,0,0,0,0,1,0,9
16.67,155,1111,11,37,23,0,0,0,0,0,1,0,9
23.75,19,1012,10,24,29,0,0,0,0,0,1,0,3
22.33,159,2412,24,50,2,0,0,0,0,0,1,0,19
23.17,19,1031,10,22,30,0,0,0,0,0,1,0,3
23.78,159,421,4,7,43,0,0,0,0,0,1,0,25
22.83,36,133,1,3,35,0,0,0,0,0,1,0,3
0.02,175,2413,24,50,2,0,1,0,0,0,0,0,18
22.25,124,1821,18,27,8,0,0,0,0,0,1,0,8
23.92,159,912,9,12,59,0,0,0,0,0,1,0,19
23.2,159,523,5,34,53,0,0,0,0,0,1,0,19
22.92,159,922,9,14,58,0,0,0,0,0,1,0,19
11,139,531,5,9,49,0,0,0,1,0,0,0,23
22.57,159,611,6,18,71,0,0,0,0,0,1,0,33
11.33,159,1013,10,22,29,0,0,0,0,0,1,0,19
23.12,159,611,6,21,71,0,0,0,0,0,1,0,25
12,19,1723,17,33,14,0,0,1,0,0,0,0,33
0.83,139,932,9,16,61,0,0,0,0,0,0,1,3
22.8,139,1112,11,27,23,0,0,0,0,0,1,0,19
0.03,159,1031,10,22,30,0,0,0,0,0,0,1,19
23.58,17,1014,10,24,29,0,0,0,0,0,1,0,30
0.43,159,321,3,6,42,0,0,0,0,0,0,1,7
20.08,159,1424,14,1,24,0,0,0,0,0,1,0,33
22,159,2532,25,37,25,0,0,0,0,0,1,0,8
0.25,175,2535,25,26,22,0,0,0,0,0,0,1,7
21,19,1224,12,27,28,0,1,0,0,0,0,0,3
17,159,823,8,15,66,0,0,0,0,0,1,0,18
1.27,71,915,9,3,34,0,0,0,0,0,0,1,3
23.5,155,1423,14,26,24,0,0,0,0,0,1,0,6
18.88,159,1135,11,28,29,0,0,0,0,0,1,0,9
0.75,139,713,7,16,67,0,0,0,0,0,0,1,3
0.17,19,225,2,3,40,0,0,0,0,0,0,1,3
0.13,141,1821,18,27,8,0,0,0,0,0,0,1,3
5.75,141,1823,18,27,8,0,0,0,0,0,1,0,9
21.33,75,821,8,14,58,0,0,0,0,0,1,0,33
1.58,19,1512,15,29,25,0,0,0,0,0,0,1,3
18.5,139,815,8,23,56,0,0,0,0,0,1,0,4
0.5,155,1011,10,24,29,0,0,0,0,0,0,1,30
1.62,19,1012,10,24,29,0,0,0,0,0,0,1,3
21.88,159,631,6,6,44,0,0,0,0,0,1,0,19
2.17,159,2511,25,36,18,0,0,0,0,0,0,1,19
2.32,159,2515,25,29,19,0,0,0,0,0,0,1,19
11,19,712,7,16,68,0,0,0,1,0,0,0,33
3.67,159,2521,25,31,19,0,0,0,0,0,0,1,25
10.5,19,1731,17,38,16,0,0,0,0,0,1,0,7
23,159,1613,16,41,10,0,0,0,0,0,1,0,19
23,19,624,6,6,69,0,0,0,0,0,1,0,3
1.55,124,1623,16,45,15,0,0,0,0,0,0,1,19
0.45,159,624,6,6,69,0,0,0,0,0,0,1,6
0.5,159,1631,16,36,17,0,0,0,0,0,0,1,25
3.3,19,735,7,17,67,0,0,0,0,0,0,1,3
2.5,19,733,7,17,68,0,0,0,0,0,0,1,7
2.03,159,1533,15,24,25,0,0,0,0,0,0,1,19
23.92,124,333,3,5,43,0,0,0,0,0,1,0,7
3.83,19,1021,10,24,29,0,0,0,0,0,0,1,2
4.7,19,422,4,7,46,0,0,0,0,0,0,1,3
20.98,129,512,5,9,50,0,0,0,0,0,1,0,34
3.5,159,624,6,6,69,0,0,0,0,0,0,1,3
2.35,59,1811,18,32,7,0,0,0,0,0,0,1,30
12,19,2413,24,50,2,0,0,0,0,0,1,0,9
2.33,156,1932,19,32,7,0,0,0,0,0,0,1,30
3.17,159,2514,25,30,19,0,0,0,0,0,0,1,3
22,17,935,9,3,37,0,0,0,0,0,1,0,30
11.5,95,111,1,42,32,0,1,0,0,0,0,0,2
0.67,139,1124,11,2,27,0,0,0,0,0,0,1,7
22.5,19,1134,11,24,27,0,0,0,0,0,1,0,7
5.67,19,312,3,20,69,0,0,0,0,0,0,1,33
0.02,139,1032,10,22,30,0,0,0,1,0,0,0,23
20.5,159,1633,16,38,17,0,0,0,0,0,1,0,33
6.25,159,631,6,6,44,0,0,0,0,0,0,1,18
5.08,159,1034,10,12,30,0,0,0,0,0,0,1,7
4,139,733,7,17,68,0,0,0,0,0,0,1,33
21,159,2213,22,19,72,0,0,0,0,0,1,0,33
20,77,2213,22,19,72,0,0,0,0,0,1,0,33
1.5,141,2515,25,30,19,0,0,0,0,0,0,1,33
21,159,733,7,17,68,0,0,0,0,0,1,0,33
5.73,139,1112,11,27,23,0,0,0,0,0,0,1,3
20.5,159,411,4,8,45,0,0,0,0,0,1,0,33
19.5,159,2423,24,49,1,0,0,0,0,0,1,0,33
6.75,159,1024,10,24,30,0,0,0,0,0,0,1,7
21,159,1433,14,1,24,0,0,0,0,0,1,0,33
12,139,2422,24,49,1,0,0,0,0,0,1,0,6
12.17,159,813,8,13,65,0,0,0,0,1,0,0,7
6.75,117,832,8,15,66,0,0,0,0,0,0,1,2
17,159,324,3,5,69,0,0,0,0,0,1,0,33
0.02,142,411,4,8,45,0,0,0,0,0,0,1,7
4,159,835,8,18,70,0,0,0,1,0,0,0,7
20,159,1034,10,12,30,0,0,0,0,0,1,0,7
19,159,411,4,8,45,0,0,0,0,0,1,0,33
13.32,156,1232,12,2,28,0,0,0,0,0,0,1,9
7.35,64,1915,19,46,3,0,0,0,0,0,0,1,3
15,124,1833,18,42,8,0,1,0,0,0,0,0,33
14,159,414,4,7,46,0,1,0,0,0,0,0,25
4,19,1722,17,39,16,0,0,0,1,0,0,0,3
6.83,155,1021,10,24,29,0,0,0,0,0,0,1,3
21,156,1712,17,39,14,0,0,0,0,0,1,0,4
13,139,611,6,21,71,0,0,0,0,0,1,0,7
3,159,1722,17,38,16,0,0,0,0,0,0,1,18
4,159,1034,10,12,30,0,0,0,0,0,0,1,7
17,159,221,2,3,38,0,0,0,0,0,1,0,33
22.5,159,1935,19,43,7,0,0,0,0,0,1,0,33
17,168,2531,25,29,25,0,0,0,0,0,1,0,33
20.25,139,1414,14,35,22,0,0,0,1,0,0,0,23
8.25,175,825,8,15,66,0,0,0,0,0,0,1,25
3,159,632,6,8,44,0,0,0,0,0,0,1,7
17,159,2213,22,19,72,0,0,0,0,0,1,0,33
16.17,139,532,5,9,53,0,0,0,0,0,1,0,33
5.75,19,1121,11,27,23,0,0,0,0,0,0,1,3
7.67,19,1133,11,24,26,0,0,0,0,0,0,1,7
19,140,2535,25,30,23,0,0,0,0,0,1,0,4
2,65,1824,18,42,8,0,0,0,0,0,0,1,33
2,159,412,4,8,45,0,0,0,0,0,0,1,33
1.17,139,215,2,3,38,0,0,1,0,0,0,0,7
13,72,113,1,42,32,0,0,0,1,0,0,0,9
19.5,139,2411,24,50,2,1,0,0,0,0,0,0,25
8,17,2432,24,49,1,0,0,0,0,0,1,0,2
13,139,1733,17,33,21,0,0,0,0,0,1,0,33
8,159,1411,14,1,21,0,0,0,0,0,0,1,33
18,159,1421,14,26,23,0,0,0,0,0,1,0,7
12.5,19,1213,12,1,24,0,1,0,0,0,0,0,33
9,19,1824,18,43,8,1,0,0,0,0,0,0,9
16.33,155,1124,11,28,27,0,0,0,0,1,0,0,19
11.75,159,1222,12,2,27,0,0,0,0,1,0,0,19
18.5,159,1821,18,43,8,0,0,0,0,0,1,0,33
17.45,155,1133,11,24,27,0,0,0,0,0,0,1,19
12,73,2211,22,19,72,0,0,0,0,0,1,0,25
6.75,19,222,2,4,39,0,0,0,0,0,0,1,4
8.63,159,1434,14,1,22,0,0,0,0,0,0,1,3
8,139,824,8,16,66,0,0,0,0,1,0,0,33
9.25,142,725,7,17,67,0,0,0,0,0,0,1,7
9,124,2221,22,19,72,0,0,0,1,0,0,0,9
8.83,159,734,7,17,67,0,0,0,0,0,0,1,3
18.5,155,725,7,17,67,0,0,0,0,0,1,0,2
11,159,1013,10,22,30,0,0,0,0,0,1,0,33
17.32,175,1122,11,27,23,0,0,0,0,0,0,1,19
18.42,155,1115,11,28,26,0,0,1,0,0,0,0,19
18,140,2023,20,48,77,0,0,0,0,0,1,0,33
9.1,159,312,3,20,69,0,0,0,0,0,0,1,33
8.5,129,123,1,2,32,0,0,0,0,0,0,1,33
20,159,725,7,16,67,0,0,0,0,0,1,0,18
19.5,139,2411,24,50,2,0,0,1,0,0,0,0,25
9.5,67,1114,11,28,26,0,0,0,0,0,0,1,9
1.5,159,1915,19,46,3,0,0,0,0,0,0,1,7
0.08,139,931,9,16,61,0,1,0,0,0,0,0,33
18,127,924,9,12,61,0,0,1,0,0,0,0,3
12,57,1222,12,2,27,0,0,0,0,0,1,0,2
9,139,2412,24,50,2,0,1,0,0,0,0,0,7
11,139,611,6,21,71,0,1,0,0,0,0,0,33
7,159,2222,22,21,73,0,0,0,0,0,0,1,2
6.83,19,2412,24,50,2,0,0,0,0,0,0,1,3
9.18,139,913,9,11,60,0,0,0,0,0,1,0,25
21,159,1225,12,2,28,0,0,0,0,0,1,0,18
14,139,825,8,15,66,1,0,0,0,0,0,0,4
8.83,152,1111,11,28,23,0,0,0,0,0,0,1,2
7.75,159,1533,15,28,25,0,0,0,0,0,0,1,18
9,139,722,7,6,69,0,0,0,0,0,0,1,7
15,129,123,1,2,32,0,1,0,0,0,0,0,33
5.5,124,1651,16,41,76,0,0,0,0,0,1,0,25
21,159,633,6,6,49,0,0,0,0,0,1,0,33
10.08,19,1014,10,24,29,0,0,0,0,0,0,1,3
9.67,19,1523,15,28,25,0,0,0,0,0,0,1,3
9.25,129,523,5,34,53,0,0,0,0,0,0,1,3
8.92,64,1511,15,29,25,0,0,0,0,0,0,1,7
15.42,159,433,4,10,52,0,0,0,0,0,0,1,3
10.25,155,1112,11,27,23,0,0,0,0,0,0,1,25
23,19,631,6,6,44,0,0,0,0,0,1,0,3
10.83,155,1532,15,28,25,0,0,0,0,0,0,1,19
13.25,75,622,6,21,44,0,0,0,0,0,1,0,33
11,19,612,6,21,71,0,0,0,0,0,1,0,2
13,17,723,7,16,68,0,0,0,0,0,1,0,33
17.33,5,1651,16,41,76,0,0,0,1,0,0,0,33
6,19,321,3,20,42,0,0,0,0,0,0,1,23
16,124,912,9,11,59,0,0,0,0,0,1,0,33
9.5,159,611,6,17,71,0,0,0,0,0,0,1,18
7.5,19,621,6,17,71,0,0,0,0,0,0,1,2
10.67,155,612,6,17,71,0,0,0,0,0,0,1,3
11,22,611,6,21,71,0,1,0,0,0,0,0,9
10.8,159,624,6,8,44,0,0,0,0,0,0,1,19
10.72,175,714,7,15,67,0,0,0,0,0,0,1,25
2.75,139,224,2,3,38,0,0,0,0,0,1,0,30
9.5,159,1112,11,27,23,0,0,0,0,0,0,1,25
11.08,17,1132,11,24,29,0,0,0,0,0,0,1,19
9.08,139,1423,14,26,24,0,0,0,0,0,0,1,9
10.25,139,621,6,21,71,0,0,0,0,0,0,1,2
10.92,159,932,9,16,61,0,0,0,0,0,0,1,19
8,139,411,4,5,43,0,0,0,0,0,0,1,25
1.5,159,922,9,12,58,0,0,0,0,0,0,1,33
11,152,821,8,14,57,0,0,0,0,0,0,1,3
9,77,621,6,17,44,0,0,0,0,1,0,0,33
17,156,1822,18,32,8,0,0,0,0,0,1,0,7
11,124,423,4,7,46,0,1,0,0,0,0,0,33
11,72,1921,19,47,5,0,0,0,0,0,0,1,9
17,95,1913,19,46,3,0,0,0,0,0,1,0,7
18,159,1421,14,1,24,0,0,0,0,0,1,0,33
7.5,95,1231,12,2,28,0,0,0,0,0,0,1,2
11.78,139,434,4,10,51,0,0,0,0,0,0,1,25
9.83,139,1422,14,26,23,0,0,0,0,0,0,1,19
4,159,1033,10,12,30,0,0,0,0,0,0,1,7
20,159,1422,14,26,23,0,0,0,0,0,1,0,7
19.92,159,1115,11,28,26,0,0,0,0,0,1,0,18
2.5,103,1834,18,42,8,0,0,0,0,0,0,1,30
11,131,2432,24,40,1,0,0,0,0,0,0,1,9
11.5,159,523,5,34,53,0,0,0,0,0,0,1,14
7,139,433,4,10,55,0,0,0,1,0,0,0,9
11.12,159,421,4,7,43,0,0,0,0,0,0,1,19
15.65,19,1624,16,45,15,0,0,0,0,0,0,1,19
11.5,159,1125,11,2,28,0,0,0,0,0,0,1,33
1,159,524,5,34,53,0,0,0,0,0,0,1,7
9.67,139,215,2,3,38,0,0,0,0,0,0,1,8
15.25,112,513,5,9,49,0,0,0,0,1,0,0,2
11,139,321,3,20,42,0,0,0,0,0,0,1,8
9.83,19,422,4,7,46,0,0,0,0,0,0,1,3
23,159,531,5,9,49,0,0,0,0,0,1,0,33
9.25,152,225,2,3,40,0,0,0,0,0,0,1,2
16.17,153,211,2,2,35,0,0,0,0,0,0,1,3
10.92,17,214,2,4,38,0,0,0,0,0,0,1,3
15.5,19,1932,19,32,7,0,0,0,0,1,0,0,19
15,139,1513,15,29,25,0,0,0,0,0,1,0,9
10.75,141,1512,15,29,25,0,0,0,0,0,0,1,7
4.25,141,1522,15,29,25,0,0,0,0,0,0,1,7
12,155,413,4,8,47,0,0,0,0,0,0,1,19
10.42,159,834,8,18,70,0,0,0,0,0,0,1,19
20.5,152,1132,11,24,26,0,1,0,0,0,0,0,7
11,152,1021,10,24,29,0,0,0,0,0,0,1,3
7,105,1225,12,2,28,0,0,0,0,0,0,1,3
12.17,155,1122,11,27,23,0,0,0,0,0,0,1,19
6.58,105,1225,12,2,28,0,0,0,0,0,0,1,3
11,159,1234,12,25,31,0,0,0,0,0,0,1,33
13.73,57,412,4,8,45,0,0,0,0,0,1,0,9
2,159,133,1,3,35,0,0,0,0,0,0,1,33
12.5,159,1932,19,32,7,0,0,0,0,0,0,1,33
0.02,159,1722,17,39,14,0,0,0,0,0,0,1,33
23.5,101,1633,16,38,15,0,0,1,0,0,0,0,9
9.5,152,1023,10,28,29,0,0,0,0,0,0,1,2
20,159,1613,16,41,10,0,1,0,0,0,0,0,33
15.33,153,332,3,5,43,0,0,0,0,0,1,0,2
12,103,123,1,2,32,0,1,0,0,0,0,0,33
11,124,2422,24,49,1,0,0,0,0,0,0,1,33
12,139,713,7,16,67,0,0,1,0,0,0,0,2
12,124,324,3,5,43,0,0,0,0,0,1,0,33
12.08,17,1513,15,29,25,0,0,0,0,0,0,1,19
15.35,175,1114,11,28,26,0,0,0,0,0,1,0,19
9,139,1931,19,1,7,0,0,1,0,0,0,0,9
8,159,1611,16,45,10,0,0,0,0,0,0,1,33
19,101,414,4,8,46,1,0,0,0,0,0,0,33
18,139,613,6,21,71,0,0,1,0,0,0,0,25
18.73,19,714,7,15,67,0,0,0,0,0,0,1,19
11.5,159,511,5,6,49,0,0,0,0,0,0,1,7
12,156,1532,15,28,25,0,0,0,0,0,0,1,7
11.58,159,1222,12,27,27,0,0,0,0,0,0,1,19
10,152,1532,15,28,25,0,0,0,0,0,0,1,2
11,19,232,2,20,40,0,0,0,0,0,1,0,33
11,152,835,8,18,70,0,1,0,0,0,0,0,3
11.5,159,815,8,23,56,0,0,0,0,0,0,1,7
15.5,139,832,8,18,66,0,1,0,0,0,0,0,4
11.75,152,212,2,3,35,0,0,0,0,0,0,1,3
9,19,632,6,8,44,0,0,0,0,0,1,0,9
16.37,75,1833,18,42,8,0,0,1,0,0,0,0,33
19,159,1232,12,2,28,0,1,0,0,0,0,0,33
17.17,159,1113,11,28,26,0,0,0,0,1,0,0,19
23.25,19,1934,19,44,6,0,0,0,0,0,1,0,25
11.83,75,622,6,21,44,0,0,0,0,0,0,1,33
1,159,1112,11,27,23,0,0,0,0,1,0,0,12
14,159,1013,10,22,30,1,0,0,0,0,0,0,33
10.75,95,1033,10,12,30,0,0,0,0,0,1,0,25
11.92,103,1113,11,28,26,0,0,0,0,0,0,1,3
11.5,155,2515,25,37,19,0,0,0,0,0,0,1,3
20,159,1723,17,33,16,0,0,0,0,0,1,0,7
10.85,103,114,1,42,32,0,0,0,0,0,0,1,26
7.5,142,2512,25,36,18,0,1,0,0,0,0,0,33
14,126,121,1,2,28,0,0,0,0,1,0,0,19
12.38,19,414,4,8,43,0,0,0,0,0,0,1,34
15.08,152,1812,18,43,7,0,0,0,0,0,1,0,33
12.5,159,2233,22,34,49,0,0,0,0,0,0,1,3
11.83,19,332,3,5,43,0,0,0,0,0,0,1,2
22.5,139,2222,22,21,71,0,0,1,0,0,0,0,3
15.58,175,1132,11,24,29,0,0,1,0,0,0,0,19
12.5,139,232,2,20,40,0,0,0,0,0,0,1,7
18,19,812,8,23,64,0,0,0,0,0,1,0,33
6,131,1134,11,24,29,1,0,0,0,0,0,0,19
7.5,159,2234,22,34,75,0,1,0,0,0,0,0,33
6,131,1134,11,24,29,1,0,0,0,0,0,0,19
9,139,723,7,20,68,0,0,0,0,0,0,1,25
9.5,75,1732,17,39,16,0,0,0,0,0,0,1,7
13,124,334,3,5,43,1,0,0,0,0,0,0,9
9,19,632,6,8,44,0,0,0,0,0,1,0,9
9,25,2514,25,30,19,0,0,0,0,0,1,0,9
3.18,161,1432,14,32,22,0,1,0,0,0,0,0,25
13.17,103,2232,22,34,73,0,0,0,0,0,0,1,19
13,96,223,2,4,38,0,0,0,0,0,0,1,9
1.5,139,624,6,6,69,0,0,0,0,0,0,1,6
13.5,75,1934,19,44,6,0,0,0,0,0,0,1,8
13.5,92,1533,15,28,25,0,0,0,0,0,0,1,8
11.87,155,1115,11,28,26,0,0,0,0,0,0,1,19
11.63,139,834,8,18,70,0,0,0,0,0,0,1,4
19.67,59,1115,11,28,26,0,0,0,1,0,0,0,19
12.33,139,1121,11,27,23,0,0,0,0,0,0,1,33
11.08,124,634,6,21,49,0,0,0,0,0,0,1,3
11,159,2221,22,21,73,0,0,0,0,1,0,0,2
12,139,711,7,20,68,0,0,0,0,0,1,0,9
13,152,2233,22,34,49,0,0,0,0,0,0,1,19
14.17,129,421,4,7,43,0,0,0,0,0,0,1,33
14.08,119,1624,16,38,15,0,0,0,0,0,0,1,8
16,124,1225,12,2,28,0,0,0,0,0,0,1,33
8,139,321,3,20,42,0,0,0,0,0,0,1,4
19.92,155,725,7,17,67,0,0,0,1,0,0,0,19
14.5,156,913,9,11,60,1,0,0,0,0,0,0,9
14,92,932,9,16,61,0,0,0,0,0,0,1,19
10.87,155,323,3,6,69,0,0,0,0,0,0,1,3
4.37,155,1613,16,41,10,0,0,0,0,0,0,1,3
13.83,36,1224,12,27,28,0,0,0,0,0,0,1,7
12.8,153,621,6,17,71,0,0,0,0,0,0,1,28
13.17,141,1911,19,47,5,0,0,0,0,0,0,1,14
12.42,152,1634,16,30,15,0,0,0,0,0,0,1,8
13.33,153,1111,11,28,23,0,0,0,0,0,0,1,3
10.58,152,2531,25,29,25,0,0,0,0,0,0,1,2
11.75,152,1023,10,28,29,0,0,0,0,0,0,1,3
10.5,139,2533,25,37,25,0,0,0,0,0,0,1,2
12.52,139,2514,25,30,19,0,0,0,0,0,0,1,8
17.25,159,2512,25,36,19,0,0,1,0,0,0,0,33
13,59,1132,11,24,29,0,0,0,0,0,0,1,33
14.17,159,1423,14,26,24,0,0,0,0,0,0,1,19
13.5,139,1532,15,28,25,0,0,0,0,0,0,1,3
14.5,41,133,1,3,35,0,0,0,0,0,0,1,8
13.67,175,513,5,34,49,0,0,0,0,0,0,1,3
12,159,621,6,17,71,0,0,0,0,0,0,1,2
12.5,17,933,9,16,61,0,0,0,0,0,0,1,19
14.15,159,2012,20,40,4,0,0,0,0,0,0,1,19
14.25,159,314,3,20,42,0,0,0,0,0,0,1,3
15,49,2013,20,48,77,0,0,0,0,1,0,0,33
12.5,152,1531,15,37,25,0,1,0,0,0,0,0,33
18,159,522,5,34,49,0,0,0,0,0,1,0,18
6,129,1214,12,27,28,0,0,0,0,0,0,1,18
18,19,824,8,14,63,0,0,0,0,0,1,0,33
11.5,152,821,8,14,57,0,0,0,0,0,0,1,2
15,155,714,7,15,67,0,0,0,0,0,0,1,19
12.75,159,1824,18,42,8,0,0,0,0,0,0,1,33
14.08,152,821,8,14,57,0,0,0,0,0,0,1,3
11.72,155,1931,19,1,5,0,0,1,0,0,0,0,33
18,124,413,4,8,47,0,0,0,0,0,1,0,33
16.5,152,431,4,7,51,0,0,0,0,0,1,0,33
7,156,622,6,21,44,0,0,0,0,0,0,1,9
14.07,159,1133,11,24,29,0,0,0,0,0,0,1,19
0,19,2432,24,40,1,1,0,0,0,0,0,0,31
12.25,152,834,8,13,70,0,0,0,0,0,0,1,19
15.33,155,1522,15,29,25,0,0,0,0,0,0,1,19
17,139,512,5,9,49,0,0,0,0,0,1,0,3
14.77,139,1034,10,25,31,0,0,0,0,0,0,1,25
0.02,159,1613,16,41,10,0,0,0,0,0,0,1,18
10,139,512,5,9,49,0,0,0,0,0,1,0,4
11.88,159,512,5,9,49,0,0,0,0,0,0,1,7
12.53,156,2521,25,31,19,0,0,0,0,0,0,1,30
13.75,159,2023,20,48,77,0,0,0,0,0,0,1,25
11,159,114,1,2,32,0,0,0,0,0,0,1,33
23,159,2222,22,21,71,0,0,0,0,0,1,0,33
14.5,75,622,6,21,44,0,0,0,0,0,0,1,33
12.5,152,1225,12,2,28,0,0,0,0,0,0,1,3
14.27,17,1413,14,26,22,0,0,0,0,0,0,1,33
22,124,331,3,5,43,0,0,1,0,0,0,0,33
20.42,64,1925,19,44,6,0,0,0,0,0,1,0,33
13,159,1121,11,27,23,0,0,0,0,0,0,1,33
23,159,1634,16,38,15,0,1,0,0,0,0,0,7
13.3,155,1532,15,37,25,0,0,0,0,0,0,1,2
16.5,140,2515,25,37,19,0,1,0,0,0,0,0,4
12,143,122,1,42,32,0,0,0,0,0,0,1,33
15.67,159,1424,14,1,24,0,0,0,0,0,0,1,33
2.5,159,921,9,12,58,0,0,0,0,1,0,0,18
12.2,155,1113,11,28,26,0,0,0,0,0,0,1,28
11,159,2222,22,21,71,0,0,0,0,0,0,1,25
9.5,142,421,4,7,43,0,0,0,0,0,1,0,8
13,139,522,5,34,49,0,0,1,0,0,0,0,4
13.83,124,132,1,2,33,0,0,0,0,0,0,1,3
14.75,19,224,2,3,38,0,0,0,0,0,0,1,3
10.25,159,414,4,8,43,0,0,0,0,0,0,1,33
15,159,113,1,2,32,0,0,0,0,0,0,1,3
12,139,2211,22,19,74,1,0,0,0,0,0,0,9
3,159,1034,10,12,30,0,0,0,0,0,0,1,7
17,122,2013,20,48,77,0,0,0,0,1,0,0,33
15.7,159,1522,15,29,25,0,0,0,0,0,0,1,19
15.25,155,414,4,7,46,0,0,0,0,0,0,1,19
4,139,814,8,23,56,0,0,0,0,0,0,1,7
15.25,159,825,8,15,66,0,0,0,0,0,0,1,18
7.75,142,421,4,7,43,0,1,0,0,0,0,0,33
15.28,75,833,8,13,65,0,0,0,0,0,0,1,33
16.75,153,825,8,15,66,0,0,0,0,0,1,0,2
15,19,1713,17,33,14,0,1,0,0,0,0,0,25
23,19,1531,15,37,25,0,0,0,0,0,1,0,4
14.2,156,1432,14,32,22,0,0,0,0,0,0,1,33
12,152,513,5,9,49,0,0,0,0,0,0,1,33
16.5,159,1634,16,45,15,0,0,0,0,0,0,1,3
13.73,159,1523,15,29,25,0,0,0,0,0,0,1,3
15.6,19,612,6,21,71,0,0,0,0,0,0,1,2
20,124,923,9,14,63,0,0,0,0,0,1,0,25
13.75,101,1522,15,29,25,0,0,1,0,0,0,0,3
15.92,124,2213,22,19,72,0,0,0,0,0,0,1,33
12.05,152,312,3,20,69,0,0,0,0,0,0,1,3
15,159,1214,12,27,24,0,0,0,0,0,0,1,3
17,127,334,3,7,43,0,0,0,0,0,1,0,6
14.5,155,1212,12,32,24,0,0,0,0,0,0,1,3
15.25,124,815,8,23,62,0,0,0,0,0,0,1,7
9,122,1224,12,2,28,0,0,0,0,0,0,1,3
16,139,734,7,17,67,0,0,0,0,0,0,1,9
15.33,127,511,5,6,49,0,0,0,0,0,0,1,28
12.5,139,735,7,17,67,0,0,0,0,0,0,1,3
16,168,712,7,16,68,0,0,0,0,0,0,1,4
11.5,155,2522,25,31,19,1,0,0,0,0,0,0,9
21,19,1124,11,2,27,0,1,0,0,0,0,0,4
14.62,95,1124,11,28,27,0,0,0,0,0,0,1,3
16.42,155,421,4,7,43,0,0,0,0,0,0,1,25
5,19,613,6,21,71,0,0,0,1,0,0,0,9
21,159,424,4,10,46,0,0,0,0,0,1,0,18
17,139,1931,19,32,7,0,0,0,0,0,0,1,25
